hostname,city,region,country,loc,org,postal,timezone,anycast
99-9-207-236.lightspeed.bcvloh.sbcglobal.net,North Canton,Ohio,US,"40.8759,-81.4023","AS7018 AT&T Enterprises, LLC",44720,America/New_York,
99-27-92-158.lightspeed.sntcca.sbcglobal.net,Antioch,California,US,"38.0049,-121.8058","AS7018 AT&T Enterprises, LLC",94509,America/Los_Angeles,
96-80-25-70-static.hfc.comcastbusiness.net,Cornwall,Pennsylvania,US,"40.2737,-76.4061","AS7922 Comcast Cable Communications, LLC",17016,America/New_York,
96-88-159-210-static.hfc.comcastbusiness.net,Sterling Heights,Michigan,US,"42.5803,-83.0302","AS7922 Comcast Cable Communications, LLC",48311,America/Detroit,
,Greenville,North Carolina,US,"35.6127,-77.3663",AS19108 Optimum,27834,America/New_York,
75-30-199-106.lightspeed.rsvlmi.sbcglobal.net,Clinton Township,Michigan,US,"42.5512,-82.9167","AS7018 AT&T Enterprises, LLC",48035,America/Detroit,
c-76-107-53-106.hsd1.la.comcast.net,Monroe,Louisiana,US,"32.5093,-92.1193","AS7922 Comcast Cable Communications, LLC",71207,America/Chicago,
c-73-152-157-213.hsd1.wv.comcast.net,Huntington,West Virginia,US,"38.4192,-82.4451","AS7922 Comcast Cable Communications, LLC",25708,America/New_York,
c-73-204-76-228.hsd1.fl.comcast.net,Homestead,Florida,US,"25.4687,-80.4776","AS7922 Comcast Cable Communications, LLC",33030,America/New_York,
,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
ip-69-80-252-240.wireless.static.fire2wire.com,Hickman,California,US,"37.6235,-120.7538","AS11191 Cal.net, Inc.",95323,America/Los_Angeles,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
,Boise,Idaho,US,"43.6135,-116.2035","AS209 CenturyLink Communications, LLC",83707,America/Boise,
syn-071-043-174-182.biz.spectrum.com,Orlando,Florida,US,"28.5289,-81.4787","AS33363 Charter Communications, Inc",32835,America/New_York,
syn-067-078-255-106.biz.spectrum.com,Winter Park,Florida,US,"28.5974,-81.3036","AS33363 Charter Communications, Inc",32792,America/New_York,
ip68-107-136-204.tc.ph.cox.net,Phoenix,Arizona,US,"33.4484,-112.0740",AS22773 Cox Communications Inc.,85001,America/Phoenix,
,Singapore,Singapore,SG,"1.2951,103.7893","AS22439 Perfect International, Inc",139964,Asia/Singapore,
25-122-74-65.gci.net,Anchorage,Alaska,US,"61.2181,-149.9003","AS8047 GENERAL COMMUNICATION, INC.",99509,America/Anchorage,
ec2-54-190-151-1.us-west-2.compute.amazonaws.com,Boardman,Oregon,US,"45.8399,-119.7006","AS16509 Amazon.com, Inc.",97818,America/Los_Angeles,
ec2-54-202-14-184.us-west-2.compute.amazonaws.com,Boardman,Oregon,US,"45.8399,-119.7006","AS16509 Amazon.com, Inc.",97818,America/Los_Angeles,
ec2-54-209-138-190.compute-1.amazonaws.com,Ashburn,Virginia,US,"39.0437,-77.4875","AS14618 Amazon.com, Inc.",20147,America/New_York,
,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
50-250-24-174-static.hfc.comcastbusiness.net,Woburn,Massachusetts,US,"42.4793,-71.1523","AS7922 Comcast Cable Communications, LLC",01801,America/New_York,
,Amarillo,Texas,US,"35.2220,-101.8313",AS19108 Optimum,79159,America/Chicago,
,Eureka,California,US,"40.8021,-124.1637",AS19108 Optimum,95501,America/Los_Angeles,
45.63.105.201.vultrusercontent.com,Miami,Florida,US,"25.8130,-80.2320","AS20473 The Constant Company, LLC",33142,America/New_York,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
royl-2-167-142-241-177.dsl.netins.net,Des Moines,Iowa,US,"41.6727,-93.5722",AS53347 Premier Communications,50328,America/Chicago,
ip-173-210-237-126.xplore.ca,Duffield,Alberta,CA,"53.5265,-114.3460",AS22995 Xplore Inc.,T7Z,America/Edmonton,
,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS134548 DXTL Tseung Kwan O Service,999077,Asia/Hong_Kong,
,Rye Brook,New York,US,"41.0193,-73.6835",AS3257 GTT Communications Inc.,10573,America/New_York,
d24-36-224-100.home1.cgocable.net,Grimsby,Ontario,CA,"43.2001,-79.5663",AS7992 Cogeco Connexion Inc.,L3M,America/Toronto,
ec2-3-15-18-245.us-east-2.compute.amazonaws.com,Columbus,Ohio,US,"39.9612,-82.9988","AS16509 Amazon.com, Inc.",43215,America/New_York,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
syn-024-176-219-022.biz.spectrum.com,La Mirada,California,US,"33.9067,-118.0101",AS20115 Charter Communications LLC,90638,America/Los_Angeles,
c-73-192-23-193.hsd1.fl.comcast.net,Jacksonville,Florida,US,"30.3322,-81.6556","AS7922 Comcast Cable Communications, LLC",32202,America/New_York,
c-75-74-7-227.hsd1.fl.comcast.net,South Miami Heights,Florida,US,"25.5976,-80.3806","AS7922 Comcast Cable Communications, LLC",33177,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
,Rome,Wisconsin,US,"44.2206,-89.8084",AS10352 Solarus,54613,America/Chicago,
75-45-53-53.lightspeed.hstntx.sbcglobal.net,Houston,Texas,US,"29.6896,-95.5106","AS7018 AT&T Enterprises, LLC",77074,America/Chicago,
64-121-230-30.s6684.c3-0.rdl-ubr2.trpr-rdl.pa.cable.rcncustomer.com,Prospect Park,Pennsylvania,US,"39.8879,-75.3082",AS6079 RCN,19076,America/New_York,
syn-047-041-011-229.res.spectrum.com,Hidden Hills,California,US,"34.1993,-118.5983",AS20115 Charter Communications LLC,91303,America/Los_Angeles,
,New York City,New York,US,"40.7143,-74.0060","AS36007 Kamatera, Inc.",10001,America/New_York,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
syn-097-068-177-198.biz.spectrum.com,West Melbourne,Florida,US,"28.0717,-80.6534","AS33363 Charter Communications, Inc",32906,America/New_York,
,Peoria,Arizona,US,"33.5806,-112.2374","AS209 CenturyLink Communications, LLC",85345,America/Phoenix,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
dynamic.libertypr.net,Caguas,Caguas,PR,"18.2341,-66.0485",AS14638 Liberty Communications of Puerto Rico LLC,00725,America/Puerto_Rico,
162-236-60-28.lightspeed.snantx.sbcglobal.net,Pharr,Texas,US,"26.1948,-98.1836","AS7018 AT&T Enterprises, LLC",78577,America/Chicago,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
136-61-255-225.googlefiber.net,Overland Park,Kansas,US,"38.9822,-94.6708",AS16591 Google Fiber Inc.,66204,America/Chicago,
oc-129-150-68-231.compute.oraclecloud.com,Phoenix,Arizona,US,"33.4665,-111.9984",AS31898 Oracle Corporation,85008,America/Phoenix,
,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS6327 Shaw Communications Inc.,V5Y,America/Vancouver,
pool-99-242-188-88.cpe.net.cable.rogers.com,London,Ontario,CA,"42.9834,-81.2330",AS812 Rogers Communications Canada Inc.,N6B,America/Toronto,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS812 Rogers Communications Canada Inc.,M5A,America/Toronto,
cable-southern-216-66-132-130.broadband.nucleus.com,Calgary,Alberta,CA,"51.0501,-114.0853",AS26546 FIBERNETICS CORPORATION,T3S,America/Edmonton,
,Saint Joseph,Missouri,US,"39.7686,-94.8466",AS19108 Optimum,64501,America/Chicago,
,Siparia,Siparia Regional Corporation,TT,"10.1453,-61.5074",AS27665 Columbus Communications Trinidad Limited.,,America/Port_of_Spain,
,Montréal,Quebec,CA,"45.5088,-73.5878",AS16276 OVH SAS,H3H,America/Toronto,
,New York City,New York,US,"40.7143,-74.0060",AS984 OCTOPUS WEB SOLUTION INC,10001,America/New_York,
,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,Washington,Virginia,US,"38.7135,-78.1594",AS8075 Microsoft Corporation,22747,America/New_York,
,Detroit,Michigan,US,"42.3314,-83.0457","AS36444 Liquid Web, L.L.C",48226,America/Detroit,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
hwsrv-1078316.hostwindsdns.com,Dallas,Texas,US,"32.7831,-96.8067",AS54290 Hostwinds LLC.,75201,America/Chicago,
hosted-by.racknerd.com,Salt Lake City,Utah,US,"40.7608,-111.8911","AS53850 GorillaServers, Inc.",84101,America/Denver,
,Los Angeles,California,US,"34.0522,-118.2437",AS40065 CNSERVERS LLC,90009,America/Los_Angeles,
,Bellevue,Washington,US,"47.5614,-122.1552","AS21928 T-Mobile USA, Inc.",98006,America/Los_Angeles,
172.251.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
138.212.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
153.128.241.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
c-98-196-79-0.hsd1.tx.comcast.net,Houston,Texas,US,"29.7633,-95.3633","AS7922 Comcast Cable Communications, LLC",77002,America/Chicago,
,San Jose,California,US,"37.3394,-121.8950",AS46562 Performive LLC,95025,America/Los_Angeles,
198-91-190-112.cpe.distributel.net,Brampton,Ontario,CA,"43.6834,-79.7663",AS11814 Distributel Communications Limited,L6V,America/Toronto,
207.246.95.245.vultrusercontent.com,Piscataway,New Jersey,US,"40.4993,-74.3990","AS20473 The Constant Company, LLC",08854,America/New_York,
,Toronto,Ontario,CA,"43.7064,-79.3986",AS53732 InnSys Incorporated,M5A,America/Toronto,
,Lehigh Acres,Florida,US,"26.6254,-81.6248","AS7155 ViaSat,Inc.",33972,America/New_York,
,North Bergen,New Jersey,US,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",07047,America/New_York,
pub0.christianworldmedia.com,New York City,New York,US,"40.7143,-74.0060","AS19318 Interserver, Inc",10001,America/New_York,
,Las Vegas,Nevada,US,"36.1750,-115.1372",AS53667 FranTech Solutions,89111,America/Los_Angeles,
s0106f8790a50377c.vc.shawcable.net,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS6327 Shaw Communications Inc.,V5Y,America/Vancouver,
syn-142-197-026-217.res.spectrum.com,Orlando,Florida,US,"28.4944,-81.2902","AS33363 Charter Communications, Inc",32822,America/New_York,
,Singapore,Singapore,SG,"1.3215,103.6957","AS14061 DigitalOcean, LLC",627753,Asia/Singapore,
1181090.cloudwaysapps.com,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
146-115-122-207.s1229.c3-0.sth-cbr1.sbo-sth.ma.cable.rcncustomer.com,Woburn,Massachusetts,US,"42.4793,-71.1523",AS6079 RCN,01801,America/New_York,
static.rcn.com,Chicago,Illinois,US,"41.8500,-87.6500",AS6079 RCN,60666,America/Chicago,
190-59-2-140.dynamic.tstt.net.tt,Chaguanas,Chaguanas,TT,"10.5167,-61.4167",AS5639 Telecommunication Services of Trinidad and Tobago,,America/Port_of_Spain,
,Buffalo,New York,US,"42.9685,-78.7492",,14221,America/New_York,
216-24-86-248.access.naxs.com,Troutville,Virginia,US,"37.4182,-79.8748","AS7795 LUMOS Networks, Inc.",24175,America/New_York,
75-144-9-77-utah.hfc.comcastbusiness.net,Salt Lake City,Utah,US,"40.7608,-111.8911","AS7922 Comcast Cable Communications, LLC",84101,America/Denver,
76-219-142-187.lightspeed.hstntx.sbcglobal.net,Pasadena,Texas,US,"29.7009,-95.1989","AS7018 AT&T Enterprises, LLC",77506,America/Chicago,
76-240-173-123.lightspeed.irvnca.sbcglobal.net,Arcadia,California,US,"34.1324,-118.0264","AS7018 AT&T Enterprises, LLC",91006,America/Los_Angeles,
syn-076-080-003-172.biz.spectrum.com,Oxnard,California,US,"34.2141,-119.1750",AS20001 Charter Communications Inc,93030,America/Los_Angeles,
,Hilo,Hawaii,US,"19.7299,-155.0907","AS36149 Hawaiian Telcom Services Company, Inc.",96721,Pacific/Honolulu,
86-187-42-72.gci.net,Anchorage,Alaska,US,"61.2181,-149.9003","AS8047 GENERAL COMMUNICATION, INC.",99509,America/Anchorage,
pool-72-76-180-232.nwrknj.fios.verizon.net,Leisure Village East,New Jersey,US,"40.0301,-74.1643",AS701 Verizon Business,08723,America/New_York,
static-72-89-231-53.nycmny.fios.verizon.net,New Rochelle,New York,US,"40.9115,-73.7823",AS701 Verizon Business,10801,America/New_York,
c-73-10-141-225.hsd1.nj.comcast.net,East Orange,New Jersey,US,"40.7673,-74.2049","AS7922 Comcast Cable Communications, LLC",07017,America/New_York,
c-73-205-32-44.hsd1.fl.comcast.net,Miami Gardens,Florida,US,"25.9420,-80.2456","AS7922 Comcast Cable Communications, LLC",33056,America/New_York,
c-73-240-190-65.hsd1.or.comcast.net,Oregon City,Oregon,US,"45.3573,-122.6068","AS7922 Comcast Cable Communications, LLC",97045,America/Los_Angeles,
c-73-74-117-89.hsd1.il.comcast.net,Homer Glen,Illinois,US,"41.6000,-87.9381","AS7922 Comcast Cable Communications, LLC",60491,America/Chicago,
syn-070-120-180-176.res.spectrum.com,El Paso,Texas,US,"31.8623,-106.5932",AS11427 Charter Communications Inc,79932,America/Denver,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
s0106400fc143b3a0.su.shawcable.net,Sault Ste. Marie,Ontario,CA,"46.5168,-84.3333",AS6327 Shaw Communications Inc.,P6A,America/Toronto,
syn-067-244-015-235.res.spectrum.com,University Gardens,New York,US,"40.7536,-73.8226",AS12271 Charter Communications Inc,11355,America/New_York,
ip68-108-66-218.lv.lv.cox.net,Las Vegas,Nevada,US,"36.1750,-115.1372",AS22773 Cox Communications Inc.,89111,America/Los_Angeles,
,Austin,Texas,US,"30.3223,-97.7390","AS7018 AT&T Enterprises, LLC",78756,America/Chicago,
c-68-80-147-65.hsd1.de.comcast.net,Philadelphia,Pennsylvania,US,"39.9524,-75.1636","AS7922 Comcast Cable Communications, LLC",19099,America/New_York,
ip68-8-123-220.sd.sd.cox.net,San Diego,California,US,"32.7157,-117.1647",AS22773 Cox Communications Inc.,92101,America/Los_Angeles,
ool-45763980.dyn.optonline.net,Huntington Station,New York,US,"40.8534,-73.4115",AS6128 Cablevision Systems Corp.,11746,America/New_York,
13-38-178-69.gci.net,Anchorage,Alaska,US,"61.2181,-149.9003","AS8047 GENERAL COMMUNICATION, INC.",99509,America/Anchorage,
021.123-30-64.ftth.swbr.surewest.net,Sacramento,California,US,"38.5816,-121.4944","AS14051 Consolidated Communications, Inc.",94203,America/Los_Angeles,
syn-066-065-009-058.res.spectrum.com,New York City,New York,US,"40.7143,-74.0060",AS12271 Charter Communications Inc,10001,America/New_York,
47-136-182-106.drr05.pers.ca.ip.frontiernet.net,Nuevo,California,US,"33.8014,-117.1459","AS5650 Frontier Communications of America, Inc.",92567,America/Los_Angeles,
47-157-57-123.fdr01.sndm.ca.ip.frontiernet.net,San Dimas,California,US,"34.1067,-117.8067","AS5650 Frontier Communications of America, Inc.",91773,America/Los_Angeles,
hp288.hostpapa.com,Toronto,Ontario,CA,"43.7064,-79.3986",AS13768 Aptum Technologies,M5A,America/Toronto,
syn-024-198-129-053.res.spectrum.com,Conway,New Hampshire,US,"43.9878,-71.0607",AS11351 Charter Communications Inc,03813,America/New_York,
,Red Deer,Alberta,CA,"52.2668,-113.8020",AS6327 Shaw Communications Inc.,T4P,America/Edmonton,
dynamic.libertypr.net,San Juan,San Juan,PR,"18.4663,-66.1057",AS14638 Liberty Communications of Puerto Rico LLC,00901,America/Puerto_Rico,
c-73-95-240-215.hsd1.co.comcast.net,Thornton,Colorado,US,"39.8680,-104.9719","AS7922 Comcast Cable Communications, LLC",80241,America/Denver,
21.62.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
199.84.187.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
33.204.189.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
30.55.233.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
206.33.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
94.204.190.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
227.37.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
30.40.240.35.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
27.187.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
92.109.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
251.131.73.34.bc.googleusercontent.com,North Charleston,South Carolina,US,"32.8546,-79.9748",AS396982 Google LLC,29415,America/New_York,
94.105.76.34.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
107-216-82-101.lightspeed.tukrga.sbcglobal.net,Tucker,Georgia,US,"33.8546,-84.2171","AS7018 AT&T Enterprises, LLC",30084,America/New_York,
syn-024-073-006-120.res.spectrum.com,San Antonio,Florida,US,"28.3361,-82.2745","AS33363 Charter Communications, Inc",33576,America/New_York,
45-30-104-216.lightspeed.brhmal.sbcglobal.net,Huntsville,Alabama,US,"34.7269,-86.5673","AS7018 AT&T Enterprises, LLC",35801,America/Chicago,
,Pilot Point,Texas,US,"33.3965,-96.9606",AS19108 Optimum,76258,America/Chicago,
c-98-245-221-230.hsd1.co.comcast.net,Lakewood,Colorado,US,"39.7047,-105.0814","AS7922 Comcast Cable Communications, LLC",80226,America/Denver,
,Paris,Île-de-France,FR,"48.8534,2.3488",AS212238 Datacamp Limited,75000,Europe/Paris,
,Paris,Île-de-France,FR,"48.8534,2.3488",AS212238 Datacamp Limited,75000,Europe/Paris,
99-9-180-70.lightspeed.irvnca.sbcglobal.net,Fullerton,California,US,"33.8703,-117.9253","AS7018 AT&T Enterprises, LLC",92832,America/Los_Angeles,
,Richmond,British Columbia,CA,"49.1700,-123.1368",AS852 TELUS Communications Inc.,V6Y,America/Vancouver,
,Chicago,Illinois,US,"41.8500,-87.6500",AS19994 Rackspace Hosting,60666,America/Chicago,
,San Francisco,California,US,"37.7309,-122.3886","AS14061 DigitalOcean, LLC",94124,America/Los_Angeles,
1380889.cloudwaysapps.com,Clifton,New Jersey,US,"40.8344,-74.1377","AS14061 DigitalOcean, LLC",07014,America/New_York,
,London,England,GB,"51.5085,-0.1257","AS16509 Amazon.com, Inc.",E1W,Europe/London,
17.196.155.104.bc.googleusercontent.com,Taipei,Taiwan,TW,"25.0531,121.5264",AS396982 Google LLC,,Asia/Taipei,
160.132.154.104.bc.googleusercontent.com,Council Bluffs,Iowa,US,"41.2619,-95.8608",AS396982 Google LLC,51502,America/Chicago,
108-67-233-215.lightspeed.btrgla.sbcglobal.net,Morgan City,Louisiana,US,"29.6994,-91.2068","AS7018 AT&T Enterprises, LLC",70380,America/Chicago,
108-250-121-190.lightspeed.livnmi.sbcglobal.net,Detroit,Michigan,US,"42.3097,-83.1155","AS7018 AT&T Enterprises, LLC",48209,America/Detroit,
108-219-57-32.lightspeed.ltrkar.sbcglobal.net,Benton,Arkansas,US,"34.6040,-92.6259","AS7018 AT&T Enterprises, LLC",72019,America/Chicago,
108-213-75-53.lightspeed.frokca.sbcglobal.net,Waukesha,Wisconsin,US,"42.9993,-88.2196","AS7018 AT&T Enterprises, LLC",53186,America/Chicago,
49.111.211.130.bc.googleusercontent.com,Brussels,Brussels Capital,BE,"50.8505,4.3488",AS396982 Google LLC,1000,Europe/Brussels,
,Singapore,Singapore,SG,"1.3215,103.6957","AS14061 DigitalOcean, LLC",627753,Asia/Singapore,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
,Amsterdam,North Holland,NL,"52.3740,4.8897","AS14061 DigitalOcean, LLC",1012,Europe/Amsterdam,
,Ashburn,Virginia,US,"39.0437,-77.4875",AS16276 OVH SAS,20147,America/New_York,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Santa Clara,California,US,"37.3483,-121.9844","AS14061 DigitalOcean, LLC",95051,America/Los_Angeles,
,Frankfurt am Main,Hesse,DE,"50.1155,8.6842","AS14061 DigitalOcean, LLC",60306,Europe/Berlin,
dynamic.libertypr.net,Trujillo Alto,Trujillo Alto,PR,"18.3547,-66.0074",AS14638 Liberty Communications of Puerto Rico LLC,00976,America/Puerto_Rico,
